bhk,propertytype,location,sqft,pricepersqft,totalprice
3,Villa,Bangalore,1350,8148,11000000
3,Flat,Bangalore,1531,9846,15000000
5,Villa,Bangalore,3180,7893,25099999
2,Flat,Bangalore,725,7678,8100000
3,Flat,Bangalore,1545,15892,25299999
3,Flat,Bangalore,1071,8325,13200000
3,Flat,Bangalore,1540,5390,8300000
2,Flat,Bangalore,934,14847,17000000
3,Flat,Bangalore,1645,16413,27000000
4,Flat,Bangalore,5800,16551,98000000
2,Flat,Bangalore,923,11484,10600000
3,Flat,Bangalore,1223,10011,17500000
2,Flat,Bangalore,870,9420,11000000
3,Flat,Bangalore,1800,12768,25700000
2,Flat,Bangalore,1000,14983,17500000
3,Flat,Bangalore,1760,18378,34000000
3,Flat,Bangalore,1430,12200,21300000
4,Villa,Bangalore,5600,11607,65000000
3,Flat,Bangalore,1865,29680,55300000
3,Flat,Bangalore,2050,15610,32000000
3,Flat,Bangalore,1121,20685,29000000
3,Flat,Bangalore,1350,14793,25000000
3,Flat,Bangalore,1650,16616,27500000
2,Flat,Bangalore,815,9800,10700000
2,Flat,Bangalore,1141,11218,12800000
3,Flat,Bangalore,1800,13939,29900000
2,Flat,Bangalore,900,9222,8300000
3,Flat,Bangalore,1786,9742,17400000
4,Flat,Bangalore,2845,11847,27000000
4,Flat,Bangalore,1986,16960,42400000
4,Flat,Bangalore,7792,15400,120000000
4,Villa,Bangalore,1700,10115,30000000
2,Flat,Bangalore,895,5090,4800000
2,Flat,Bangalore,1035,9638,13300000
2,Flat,Bangalore,638,12358,12000000
3,Flat,Bangalore,1506,8632,13000000
3,Flat,Bangalore,1411,10220,16900000
4,Flat,Bangalore,3095,5977,18500000
3,Flat,Bangalore,1300,11371,16500000
3,Flat,Bangalore,1520,13062,26800000
3,Flat,Bangalore,985,5669,6140000
3,Flat,Bangalore,1900,12791,27500000
3,Flat,Bangalore,1008,11345,14000000
2,Flat,Bangalore,899,10000,11200000
3,Flat,Bangalore,1194,9231,18000000
3,Flat,Bangalore,1020,10100,18800000
3,Flat,Bangalore,1574,13977,22000000
3,Flat,Bangalore,1606,8842,14200000
3,Flat,Bangalore,1900,11652,27400000
2,Flat,Bangalore,888,8446,7500000
3,Flat,Bangalore,1522,10096,16800000
2,Flat,Bangalore,830,11000,12400000
3,Flat,Bangalore,1748,6293,11000000
1,Flat,Bangalore,633,7583,4800000
2,Flat,Bangalore,1355,14022,19000000
3,Flat,Bangalore,1480,8161,12000000
3,Flat,Bangalore,2500,12143,34000000
4,Flat,Bangalore,2500,11400,28500000
2,Flat,Bangalore,1305,7499,9790000
3,Flat,Bangalore,1732,6986,12100000
3,Flat,Bangalore,1470,12392,21500000
3,Flat,Bangalore,1611,14468,23300000
3,Flat,Bangalore,1317,13198,26000000
3,Flat,Bangalore,1209,6127,9630000
4,Flat,Bangalore,2244,14706,33000000
4,Villa,Bangalore,2655,8286,22000000
2,Flat,Bangalore,1000,7143,10000000
2,Flat,Bangalore,1152,6299,7259999
2,Flat,Bangalore,1100,10188750,12583100
3,Flat,Bangalore,1662,22526,53500000
3,Flat,Bangalore,1515,9571,14500000
4,Villa,Bangalore,2870,19500,39000000
2,Flat,Bangalore,718,13366,13500000
2,Flat,Bangalore,1040,5577,5800000
3,Flat,Bangalore,1551,10500,23200000
4,Flat,Bangalore,2118,4049,8580000
3,Flat,Bangalore,2000,14000,28600000
3,Flat,Bangalore,1298,15445,29500000
3,Flat,Bangalore,1247,9426,14700000
3,Flat,Bangalore,1135,15635,28300000
3,Flat,Bangalore,1770,11299,20000000
3,Flat,Bangalore,1729,5399,9330000
5,Villa,Bangalore,2900,19310,56000000
2,Flat,Bangalore,1110,20294,7530000
4,Villa,Bangalore,2600,8225,69000000
2,Flat,Bangalore,880,10000,9710000
3,Flat,Bangalore,1252,14000,12500000
3,Flat,Bangalore,1411,9676,22500000
3,Flat,Bangalore,1295,9681,17900000
5,Villa,Bangalore,2325,7966,41000000
2,Flat,Bangalore,929,5234,7400000
3,House,Bangalore,2675,5671,14000000
2,Flat,Bangalore,1199,11364,6800000
4,Flat,Bangalore,5000,9231,62500000
2,Flat,Bangalore,1300,9499,12000000
3,Flat,Bangalore,1141,7867,15000000
3,Flat,Bangalore,1615,10819,12700000
3,Flat,Bangalore,1770,6500,19100000
3,Flat,Bangalore,1350,11064,9560000
2,Flat,Bangalore,1175,13045,13000000
3,Flat,Bangalore,1624,8150,21100000
3,Flat,Bangalore,1074,5064,13000000
2,Flat,Bangalore,811,8629,5130000
3,Flat,Bangalore,750,11097,9000000
4,Flat,Bangalore,2379,8393,26400000
4,Villa,Bangalore,2403,8716,26900000
3,House,Bhilai,1000,1455,3200000
2,Flat,Bhilai,690,2418,2200000
3,Flat,Bhilai,1100,2372,3700000
3,House,Bhilai,1200,2773,6100000
2,Flat,Bhilai,1000,2000,2000000
3,Flat,Bhilai,900,3750,3000000
2,House,Bhilai,1100,3750,4500000
2,House,Bhilai,1300,2756,9000000
2,Flat,Bhilai,1076,2667,3900000
2,Flat,Bhilai,750,3112,2800000
2,Flat,Bhilai,800,4348,2200000
3,Flat,Bhilai,1288,4785,5600000
3,Flat,Bhilai,950,2917,5000000
3,House,Bhilai,1000,8500,3500000
2,House,Bhilai,900,3375,8500000
3,Flat,Bhilai,800,2000,2700000
2,Flat,Bhilai,800,2261,1600000
3,Villa,Bhilai,2300,2895,5200000
3,House,Bhilai,1900,2462,5500000
3,Flat,Bhilai,1352,3540,4800000
3,House,Bhilai,1695,3357,6000000
2,House,Bhilai,1250,2766,4700000
2,Flat,Bhilai,1035,3929,1800000
2,Villa,Bhilai,795,3636,2200000
3,Villa,Bhilai,1800,2172,11000000
3,Flat,Bhilai,960,3465,6000000
2,Flat,Bhilai,661,2250,2000000
3,Villa,Bhilai,1018,2364,5250000
3,House,Bhilai,1500,2250,6500000
3,Flat,Bhilai,1600,1548,4500000
2,Flat,Bhilai,1100,1833,2600000
3,House,Bhilai,1600,4739,3600000
2,Flat,Bhilai,775,11111,1200000
3,House,Bhilai,1800,6000,3300000
2,House,Bhilai,1055,2000,5000000
2,House,Bhilai,1500,3750,10000000
2,House,Bhilai,750,4348,4500000
2,Flat,Bhilai,1400,3901,2800000
2,House,Bhilai,2200,2560,9000000
3,Flat,Bhilai,1288,2267,5600000
3,Flat,Bhilai,1256,1722,4900000
3,Flat,Bhilai,900,1920,3200000
3,House,Bhilai,1500,2100,3400000
3,Flat,Bhilai,1800,3804,3100000
3,Flat,Bhilai,1302,2031,2500000
2,Flat,Bhilai,1000,9091,2100000
3,Flat,Bhilai,2182,3125,8300000
3,Flat,Bhilai,1196,3781,4500000
3,House,Bhilai,1320,2727,12000000
3,Flat,Bhilai,1600,3613,7500000
3,Flat,Bhilai,2050,5500,7750000
3,Flat,Bhilai,1320,2467,3600000
3,Villa,Bhilai,775,2400,2800000
2,House,Bhilai,250,3333,3300000
2,Flat,Bhilai,650,1821,1850000
3,Flat,Bhilai,1102,2232,3600000
2,Flat,Bhilai,900,5310,3000000
2,Flat,Bhilai,1757,2917,3200000
2,Flat,Bhilai,770,2273,2500000
3,House,Bhilai,740,2846,4800000
3,Flat,Bhilai,1200,4211,3500000
3,Flat,Bhilai,2200,1575,5000000
2,Flat,Bhilai,535,3789,1850000
2,Flat,Bhilai,650,3810,2500000
2,House,Bhilai,570,2469,2400000
3,Flat,Bhilai,1302,3167,2050000
3,Flat,Bhilai,950,3793,3600000
3,House,Bhilai,1960,1913,8000000
2,Flat,Bhilai,810,3500,2000000
3,House,Bhilai,2400,3400,7600000
3,Flat,Bhilai,1280,3333,5500000
2,House,Bhilai,1150,1610,2200000
2,Flat,Bhilai,1000,4864,3500000
2,House,Bhilai,750,2189,2550000
3,Flat,Bhilai,1200,2667,4000000
2,Flat,Bhilai,1025,1687,1650000
2,House,Bhilai,1100,2279,5350000
2,Flat,Bhilai,1075,2667,2900000
2,Flat,Bhilai,850,1546,1610000
2,Flat,Bhilai,850,2667,2800000
3,Flat,Bhilai,840,3750,2200000
3,Villa,Bhilai,1536,2185,3500000
3,House,Bhilai,1500,5833,4000000
2,Flat,Bhilai,1035,2227,1600000
2,Flat,Bhilai,450,3750,1200000
2,House,Bhilai,1300,1866,9000000
3,Flat,Bhilai,900,2550,2600000
3,House,Bhilai,1200,3214,7000000
3,Flat,Bhilai,1302,2734,2900000
2,House,Bhilai,800,4118,3000000
3,Flat,Bhilai,1340,2490,2500000
2,House,Bhilai,1000,1600,2550000
3,Flat,Bhilai,1250,2400,2700000
2,Flat,Bhilai,1025,2706,2300000
3,Flat,Bhilai,1646,13381,4500000
3,House,Bhilai,850,3111,3500000
2,Flat,Bhilai,800,8818,2490000
2,Flat,Bhilai,800,2800,1600000
2,Flat,Bhilai,1000,1933,2400000
2,Flat,Bhilai,850,1953,2300000
3,House,Bhilai,1121,2455,15000000
3,Flat,Bhilai,900,2000,2800000
2,House,Bhilai,1100,489,9700000
2,House,Bhilai,750,1176,2100000
2,Flat,Bhilai,750,1667,1450000
3,Flat,Bhilai,1950,1536,4200000
2,Flat,Bhilai,888,2500,2700000
2,Flat,Bhilai,1000,3438,2000000
2,Villa,Bhilai,1280,1890,680000
2,Flat,Bhilai,850,3235,1000000
3,Flat,Bhilai,1210,2370,2000000
3,Flat,Bhilai,1302,3155,2000000
2,House,Bhilai,2000,2083,5000000
3,Villa,Bhilai,1600,1556,5500000
2,Flat,Bhilai,880,2000,1889999
2,House,Bhilai,973,2240,4700000
2,Flat,Bhilai,813,2273,3200000
3,Flat,Bhilai,1648,2500,5200000
3,Flat,Bhilai,1200,5285,2500000
2,Flat,Bhilai,750,1803,210000
2,House,Bhilai,450,2031,700000
3,House,Bhilai,1100,3976,2200000
2,House,Bhilai,1250,1821,2800000
3,Flat,Bhilai,2200,2154,5000000
3,House,Bhilai,2200,3652,5500000
2,Flat,Bhilai,1146,1834,1900000
3,Flat,Bhilai,1146,2244,5500000
3,House,Bhilai,1146,3401,4004191
3,Flat,Bhopal,1650,2782,4590000
3,Flat,Bhopal,1726,4519,7800000
3,Villa,Bhopal,1779,8432,15000000
3,Villa,Bhopal,810,10728,8690000
3,Flat,Bhopal,1638,3657,5990000
2,Flat,Bhopal,650,3567,2800000
3,Villa,Bhopal,840,9048,7600000
3,House,Bhopal,1000,15000,15000000
2,Flat,Bhopal,894,3300,2950000
3,House,Bhopal,1100,2984,6200000
2,Flat,Bhopal,754,3750,2500000
3,Flat,Bhopal,1100,2768,5550000
3,House,Bhopal,1130,2547,4700000
2,Flat,Bhopal,1021,4872,2600000
3,House,Bhopal,1250,2398,9500000
2,Flat,Bhopal,1105,3963,2650000
3,Flat,Bhopal,1240,2580,6500000
2,Flat,Bhopal,667,3333,2430000
2,House,Bhopal,2400,2976,8000000
3,Flat,Bhopal,1176,2357,3500000
3,Flat,Bhopal,1782,1875,4200000
2,House,Bhopal,800,2396,1500000
2,Flat,Bhopal,785,3791,2350000
3,Flat,Bhopal,1119,8583,5000000
3,House,Bhopal,1200,4286,10300000
3,Flat,Bhopal,1050,5506,6000000
2,House,Bhopal,1453,3235,8000000
3,Flat,Bhopal,1700,2397,5500000
3,Flat,Bhopal,1460,2667,3500000
2,Flat,Bhopal,1150,7450,4000000
2,House,Bhopal,2000,2295,14900000
3,Flat,Bhopal,105035,4436,3350000
3,Flat,Bhopal,920,7179,4500000
3,House,Bhopal,1602,3733,11500000
2,Flat,Bhopal,750,3889,2800000
2,House,Bhopal,900,2857,3500000
3,Flat,Bhopal,960,2015,3000000
3,Flat,Bhopal,1450,2500,3990000
3,Flat,Bhopal,1200,2870,3500000
2,Flat,Bhopal,650,3551,1600000
2,Flat,Bhopal,750,2080,3200000
3,Flat,Bhopal,1380,6637,4900000
3,Flat,Bhopal,1074,2809,2600000
3,Flat,Bhopal,1005,10909,9000000
3,Flat,Bhopal,1246,3895,3500000
3,Flat,Bhopal,2012,4125,24000000
3,Flat,Bhopal,1669,8000,6500000
3,House,Bhopal,1600,3100,6600000
2,Flat,Bhopal,1000,3037,8000000
3,House,Bhopal,1100,3824,6200000
3,Flat,Bhopal,950,11364,4100000
3,Villa,Bhopal,1500,4643,6500000
3,Flat,Bhopal,1800,4948,25000000
3,House,Bhopal,1400,5000,6500000
3,Flat,Bhopal,1920,3514,9500000
3,House,Bhopal,1400,3600,7000000
2,Flat,Bhopal,800,3030,2000000
2,Flat,Bhopal,740,2849,2600000
3,House,Bhopal,1250,7881,4500000
3,Flat,Bhopal,1000,3690,4000000
3,Flat,Bhopal,1260,3478,3590000
3,Flat,Bhopal,2157,3896,17000000
3,Flat,Bhopal,1250,4403,6200000
3,Flat,Bhopal,950,3111,4800000
2,Flat,Bhopal,700,3333,3000000
3,Villa,Bhopal,1590,3200,7000000
2,Flat,Bhopal,880,2371,2800000
3,Flat,Bhopal,1500,7463,5000000
3,House,Bhopal,1220,3635,4000000
3,Flat,Bhopal,910,2937,2700000
3,House,Bhopal,1000,4167,17500000
2,Flat,Bhopal,600,4770,2500000
2,Flat,Bhopal,784,2746,2850000
2,Flat,Bhopal,715,2154,2100000
3,Villa,Bhopal,1800,4500,7500000
3,Villa,Bhopal,1216,5217,5800000
3,Flat,Bhopal,940,3538,3300000
2,House,Bhopal,1950,4167,4200000
3,House,Bhopal,2000,5000,9000000
2,House,Bhopal,1150,6190,6000000
2,Flat,Bhopal,650,10119,2300000
2,House,Bhopal,600,3378,2500000
2,House,Bhopal,600,3043,3000000
3,Villa,Bhopal,1500,3542,13000000
3,Villa,Bhopal,840,3209,8500000
3,Flat,Bhopal,829,3923,2800000
2,Flat,Bhopal,1150,2769,3500000
2,Flat,Bhopal,480,2364,1700000
3,Flat,Bhopal,1340,6818,4300000
2,Flat,Bhopal,500,4194,1030000
3,Flat,Bhopal,750,3636,5100000
3,Flat,Bhopal,1300,3128,3600000
3,Flat,Bhopal,1205,4186,3900000
3,House,Bhopal,650,4125,6000000
3,Flat,Bhopal,1200,3333,6500000
2,Flat,Bhopal,1100,2557,7500000
2,Flat,Bhopal,800,2727,4500000
3,Flat,Bhopal,750,2308,2500000
3,Flat,Bhopal,880,2667,3800000
2,Flat,Bhopal,550,2917,2000000
3,Flat,Bhopal,1200,3000,5500000
3,Villa,Bhopal,1100,4545,6500000
2,Flat,Bhopal,814,2533,3700000
2,Flat,Bhopal,800,5000,3300000
2,Flat,Bhopal,900,2667,3000000
2,House,Bhopal,3050,3806,7800000
3,House,Bhopal,600,1667,7000000
2,House,Bhopal,1540,2000,4200000
3,Flat,Bhopal,1300,8333,3000000
2,Flat,Bhopal,750,6111,2000000
2,Flat,Bhopal,1200,4783,3500000
2,Villa,Bhopal,600,6667,1800000
2,Flat,Bhopal,592,3623,3500000
3,House,Bhopal,1500,6667,3800000
3,House,Bhopal,1500,2778,8000000
3,House,Bhopal,1350,2963,3600000
3,Villa,Bhopal,2400,3750,47500000
3,Villa,Bhopal,1550,10000,5900000
3,House,Bhopal,900,2324,1500000
2,Flat,Bhopal,600,3706,1400000
3,Villa,Bhopal,2400,5600,15000000
2,House,Bhopal,800,2143,5500000
3,Flat,Bhopal,1000,7059,5500000
3,Villa,Bhopal,900,3600,6000000
2,House,Bhopal,690,9000,2500000
2,House,Bhopal,2100,2622,14000000
3,Flat,Bhopal,1250,2551,7000000
2,Flat,Bhopal,850,3167,2500000
3,Flat,Bhopal,1350,3776,4000000
3,Flat,Bhopal,1180,2000,6000000
2,House,Bhopal,768,3333,9000000
3,Flat,Bhopal,1205,3158,2800000
3,Flat,Bhopal,1185,2947,6300000
3,Villa,Bhopal,1250,2750,7000000
3,Flat,Bhopal,1400,3714,3000000
2,Flat,Bhopal,740,2455,6000000
3,House,Bhopal,1250,4500,4500000
2,Flat,Bhopal,800,2705,9000000
2,Flat,Bhopal,1068,4000,2800000
3,Flat,Bhopal,1372,2750,3500000
2,House,Bhopal,600,2996,1900000
2,Flat,Bhopal,800,5769,3700000
2,Flat,Bhopal,550,2863,1400000
2,Flat,Bhopal,1080,3657,3600000
2,Flat,Bhopal,950,3226,3000000
3,House,Bhopal,1123,3717,9500000
3,Flat,Bhopal,1527,2055,4500000
2,Flat,Bhopal,1200,2057,3300000
2,Flat,Bhopal,700,2056,2600000
2,Flat,Bhopal,1100,2450,2700000
2,Flat,Bhopal,600,2059,2700000
3,House,Bhopal,720,2571,3200000
2,Flat,Bhopal,612,3579,3310000
3,Flat,Bhopal,1200,2188,3300000
2,Flat,Bhopal,918,3273,2750000
3,Flat,Bhopal,315,2769,1800000
2,Flat,Bhopal,1150,2625,3750000
3,Villa,Bhopal,1750,3636,6400000
2,Flat,Bhopal,735,4000,3200000
3,House,Bhopal,1130,3333,4200000
3,Flat,Bhopal,1100,2593,2260000
3,Flat,Bhopal,1400,3346,2880000
2,Flat,Bhopal,1250,2024,2570000
2,House,Bhopal,1000,3305,2450000
3,Flat,Bhopal,1180,4000,2430000
2,Flat,Bhopal,700,2056,1800000
2,Flat,Bhopal,800,1667,3400000
3,Flat,Bhopal,1500,9583,3500000
3,House,Bhopal,1400,5833,7200000
3,Flat,Bhopal,1000,4593,3450000
3,Flat,Bhopal,1024,2545,4200000
3,House,Bhopal,1300,4593,6000000
3,House,Bhopal,2000,2333,8000000
2,Flat,Bhopal,900,7153,3000000
3,Flat,Bhopal,1350,5000,3500000
3,Flat,Bhopal,1076,7678,3600000
3,Flat,Bhopal,1235,3500,2500000
2,Flat,Bhopal,1059,10000,3500000
2,Flat,Bhopal,750,2500,3000000
3,Flat,Bhopal,1600,3840,3290000
3,Flat,Bhopal,1150,4777,2500000
3,Flat,Bhopal,3000,4625,5000000
2,House,Bhopal,1200,2727,11500000
3,Flat,Bhopal,1200,2280,7000000
2,Flat,Bhopal,675,2364,3100000
2,Flat,Bhopal,1100,1667,2800000
2,Flat,Bhopal,675,2667,3100000
3,Flat,Bhopal,1300,3676,3500000
3,House,Bhopal,2097,3000,15000000
2,House,Bhopal,1000,6667,5000000
2,Flat,Bhopal,400,2000,1400000
2,Villa,Bhopal,1500,2059,15000000
2,Flat,Bhopal,800,2453,2000000
2,Flat,Bhopal,625,2445,2400000
3,House,Bhopal,1570,1500,7500000
2,Flat,Bhopal,800,5447,3700000
3,House,Bhopal,1100,3167,3000000
2,Flat,Bhopal,965,6333,2200000
3,House,Bhopal,870,2000,7000000
2,Flat,Bhopal,550,4615,1300000
3,Flat,Bhopal,3000,1333,5000000
2,House,Bhopal,900,4167,2400000
2,Flat,Bhopal,680,3827,2500000
2,Flat,Bhopal,800,2833,2400000
3,Flat,Bhopal,780,2769,5500000
3,House,Bhopal,1400,8333,6400000
2,Flat,Bhopal,406,2552,1000000
2,Flat,Bhopal,800,4658,2110000
2,House,Bhopal,950,2063,2330000
2,House,Bhopal,1100,4444,2690000
2,Flat,Bhopal,504,2056,1350000
2,House,Bhopal,514,3000,2800000
2,Flat,Bhopal,600,1938,1900000
3,House,Bhopal,1500,2058,9500000
3,House,Bhopal,1800,4500,3000000
2,House,Bhopal,650,2778,3000000
2,Flat,Bhopal,900,2917,1200000
2,House,Bhopal,1800,3889,7500000
3,Flat,Bhopal,1176,2291,4500000
3,Flat,Bhopal,1000,2353,3400000
2,Flat,Bhopal,939,3158,2600000
3,House,Bhopal,3000,5862,25000000
3,Flat,Bhopal,1000,3611,3700000
2,Flat,Bhopal,966,2293,4500000
3,House,Bhopal,350,2769,3310000
2,Flat,Bhopal,750,3875,1960000
2,House,Bhopal,900,2882,4000000
3,Flat,Bhopal,1240,3020,2550000
2,Flat,Bhopal,1000,5200,3000000
3,House,Bhopal,1600,2494,3100000
2,Flat,Bhopal,900,5707,2470000
2,House,Bhopal,1500,3111,6500000
3,House,Bhopal,1068,2329,9000000
2,Flat,Bhopal,900,3557,2500000
3,Flat,Bhopal,950,5385,3500000
2,Flat,Bhopal,900,4739,3500000
2,Flat,Bhopal,1484,3161,3400000
3,Flat,Bhopal,1500,4333,4000000
2,Flat,Bhopal,950,2564,3000000
3,House,Bhopal,800,2123,4690000
3,Flat,Bhopal,1800,3679,6500000
3,Flat,Bhopal,915,4361,3100000
3,Flat,Bhopal,1300,13636,3600000
2,House,Bhopal,992,4807,6200000
2,Flat,Bhopal,575,3600,2000000
2,Flat,Bhopal,967,2211,3700000
3,Flat,Bhopal,1500,2286,7800000
3,Flat,Bhopal,1203,3900,3000000
2,Flat,Bhopal,500,3684,1400000
3,Villa,Bhopal,1040,3137,10500000
3,House,Bhopal,1500,2421,12500000
3,House,Bhopal,675,3333,4200000
2,Flat,Bhopal,600,6818,1600000
2,Flat,Bhopal,700,6667,2700000
3,Flat,Bhopal,1300,5000,7000000
3,Villa,Bhopal,1055,5000,5000000
3,Flat,Bhopal,1582,3342,5000000
2,Flat,Bhopal,600,3222,2600000
3,Flat,Bhopal,1365,3111,3500000
3,Flat,Bhopal,1705,3125,3620000
2,Flat,Bhopal,1790,2571,6590000
3,Villa,Bhopal,1250,2941,5450000
3,Flat,Bhopal,2200,3518,30000000
3,Villa,Bhopal,1456,4625,7000000
3,Flat,Bhopal,1000,2222,3600000
3,Flat,Bhopal,1900,4474,4200000
3,House,Bhopal,1400,2400,3200000
2,Flat,Bhopal,500,3214,1950000
3,House,Bhopal,945,2741,3500000
3,House,Bhopal,1275,3857,4000000
2,Flat,Bhopal,950,3667,2300000
3,Flat,Bhopal,1200,1536,4000000
3,House,Bhopal,2200,7091,15000000
2,House,Bhopal,900,14000,6000000
3,Flat,Bhopal,980,5000,5500000
3,Flat,Bhopal,1504,3859,4250000
3,Villa,Bhopal,1504,4571,10000000
3,House,Bhopal,1504,2452,3670000
3,Flat,Bhubaneswar,1211,10650,23000000
3,Flat,Bhubaneswar,2365,8710,20600000
3,Flat,Bhubaneswar,1931,8723,16800000
3,Flat,Bhubaneswar,1277,5802,10900000
3,Flat,Bhubaneswar,1996,6208,12300000
3,Flat,Bhubaneswar,2050,7200,14700000
3,Flat,Bhubaneswar,2638,8600,22599999
3,Flat,Bhubaneswar,1304,6100,12500000
3,Flat,Bhubaneswar,1649,5813,9590000
3,Flat,Bhubaneswar,1534,6100,14500000
3,Flat,Bhubaneswar,1173,6100,10700000
3,Flat,Bhubaneswar,1687,8600,22799999
3,Flat,Bhubaneswar,1698,8600,22900000
3,Flat,Bhubaneswar,1503,8917,21300000
3,Flat,Bhubaneswar,1721,6217,10700000
3,Flat,Bhubaneswar,1069,6500,12200000
3,Flat,Bhubaneswar,2200,8748,19200000
2,Flat,Bhubaneswar,1566,7351,11500000
3,Flat,Bhubaneswar,1004,8200,12700000
3,Flat,Bhubaneswar,1200,9459,17500000
3,Flat,Bhubaneswar,1247,5250,10600000
3,Flat,Bhubaneswar,2440,9467,23100000
3,Flat,Bhubaneswar,1359,7000,15300000
3,Flat,Bhubaneswar,2095,6635,13899999
3,Flat,Bhubaneswar,1696,5778,9800000
3,Flat,Bhubaneswar,1150,8643,9940000
3,Flat,Bhubaneswar,1292,6700,14500000
3,Flat,Bhubaneswar,2025,7556,15300000
3,Flat,Bhubaneswar,2586,7500,19300000
3,Flat,Bhubaneswar,1329,6500,17700000
3,Flat,Bhubaneswar,1747,6800,11299999
3,Flat,Bhubaneswar,1608,6301,10900000
3,Flat,Bhubaneswar,1919,5495,12000000
3,Flat,Bhubaneswar,1456,9000,8000000
3,Flat,Bhubaneswar,968,8271,14200000
3,Flat,Bhubaneswar,1011,5967,15600000
3,Flat,Bhubaneswar,2095,6087,12500000
2,Flat,Bhubaneswar,704,5900,7200000
3,Flat,Bhubaneswar,1821,5523,10700000
3,Villa,Bhubaneswar,1850,7000,10200000
2,Flat,Bhubaneswar,785,11800,8320000
3,Flat,Bhubaneswar,1494,11786,30000000
3,Villa,Bhubaneswar,2550,5621,16500000
3,Flat,Bhubaneswar,1175,6000,9500000
3,Flat,Bhubaneswar,2165,9310,12900000
3,Flat,Bhubaneswar,2363,5405,21900000
3,Flat,Bhubaneswar,1480,5500,8000000
3,Flat,Bhubaneswar,1193,6500,9520000
3,Flat,Bhubaneswar,1450,5500,9430000
2,Flat,Bhubaneswar,856,5479,7630000
3,Flat,Bhubaneswar,1085,9375,9810000
3,Flat,Bhubaneswar,1600,3947,15000000
3,Villa,Bhubaneswar,1500,5519,7500000
3,Flat,Bhubaneswar,1540,7962,8500000
3,Flat,Bhubaneswar,1570,8433,12500000
2,Flat,Bhubaneswar,800,5549,8500000
3,Flat,Bhubaneswar,1301,4681,11200000
3,Flat,Bhubaneswar,1950,14180,11000000
3,Flat,Bhubaneswar,998,4200,21000000
3,Flat,Bhubaneswar,1424,4750,5980000
3,Flat,Bhubaneswar,1508,5554,7159999
3,Flat,Bhubaneswar,1073,5654,7900000
2,Flat,Bhubaneswar,776,7500,6230000
3,Flat,Bhubaneswar,951,8824,8470000
3,Flat,Bhubaneswar,1625,5652,12100000
2,Flat,Bhubaneswar,1200,7315,12000000
2,Flat,Bhubaneswar,1000,10535,6500000
2,Flat,Bhubaneswar,1162,8621,8500000
3,Flat,Bhubaneswar,1756,8989,18500000
3,Flat,Bhubaneswar,958,5407,12500000
2,Flat,Bhubaneswar,778,8065,8000000
3,Flat,Bhubaneswar,1150,3100,8500000
3,Flat,Bhubaneswar,1612,5704,13000000
2,Flat,Bhubaneswar,665,7303,2060000
3,Villa,Bhubaneswar,1987,8684,7700000
2,Flat,Bhubaneswar,890,4911,6500000
3,Villa,Bhubaneswar,1650,5231,16500000
3,Flat,Bhubaneswar,1466,5300,7200000
3,Flat,Bhubaneswar,1300,7500,6800000
3,Flat,Bhubaneswar,1740,5115,9220000
3,Flat,Bhubaneswar,2713,5919,20299999
2,Flat,Bhubaneswar,1085,5033,5550000
2,Flat,Bhubaneswar,1284,5692,7600000
3,Flat,Bhubaneswar,1087,5304,7600000
3,Flat,Bhubaneswar,1473,3579,10900000
2,Flat,Bhubaneswar,807,6103,6550000
2,Flat,Bhubaneswar,900,3949,3400000
2,Flat,Bhubaneswar,1065,3850,6500000
3,House,Bhubaneswar,1950,5739,7700000
3,Villa,Bhubaneswar,1985,8509,7700000
2,Flat,Bhubaneswar,1252,12000,7190000
3,Flat,Bhubaneswar,1055,4930,10900000
3,Flat,Bhubaneswar,1050,6519,15000000
2,Flat,Bhubaneswar,1420,5251,7000000
2,Flat,Bhubaneswar,951,6364,6200000
3,Flat,Bhubaneswar,1295,8205,6800000
3,Flat,Bhubaneswar,1200,4000,7000000
3,Flat,Bhubaneswar,1883,5671,15400000
3,Villa,Bhubaneswar,1250,7333,7200000
2,Flat,Bhubaneswar,900,8000,7100000
3,Flat,Bhubaneswar,1170,4167,11000000
3,Flat,Bhubaneswar,1750,6555,14000000
2,Flat,Bhubaneswar,750,6791,4800000
3,Flat,Bhubaneswar,755,4401,8309999
2,Flat,Bhubaneswar,630,4948,6900000
3,Villa,Bhubaneswar,2636,8182,11600000
3,Villa,Bhubaneswar,1920,4969,9500000
3,Flat,Bhubaneswar,1050,11470,10800000
2,Flat,Bhubaneswar,805,5174,4000000
3,Flat,Bhubaneswar,1395,16082,16000000
2,Flat,Bhubaneswar,831,4444,4300000
3,Flat,Bhubaneswar,1710,7836,27500000
3,House,Bhubaneswar,1800,4746,8000000
2,Flat,Bhubaneswar,950,10000,10500000
2,Flat,Bhubaneswar,720,6667,5600000
3,Villa,Bhubaneswar,1200,4020,12000000
2,Flat,Bhubaneswar,993,9545,7000000
3,Flat,Bhubaneswar,1368,6111,5500000
3,Villa,Bhubaneswar,2200,5127,21000000
3,Flat,Bhubaneswar,1500,4129,11000000
3,Flat,Bhubaneswar,1245,4500,9300000
3,Flat,Bhubaneswar,1050,4501,6400000
2,Flat,Bhubaneswar,1133,4200,5100000
2,Flat,Bhubaneswar,700,7233,4600000
2,Flat,Bhubaneswar,800,4750,4200000
3,Flat,Bhubaneswar,1590,5517,11500000
